FISCAL YEAR,FUND CODE,FUND DESCRIPTION,DEPARTMENT DESCRIPTION,DIVISION DESCRIPTION,ACCOUNT DESCRIPTION,BUDGET,ACCOUNT TYPE,ACCOUNT CATEGORY
2019,101,General Fund,Fire,Fighting - Dual Empl. Reserves,Operating Supplies.Operating Supplies,500,Expense,Supplies
2019,101,General Fund,Fire,Fighting - Paid on Call,Operating Supplies.Operating Supplies,1500,Expense,Supplies
2019,101,General Fund,City Council,City Council,Operating Supplies.Operating Supplies,3450,Expense,Supplies
2019,101,General Fund,Purchasing,Central Services,Operating Supplies.Operating Supplies,500,Expense,Supplies
2019,101,General Fund,Information Technology,Information Technology,Operating Supplies.Operating Supplies,19000,Expense,Supplies
2019,101,General Fund,Facilities,Facilities Maintenance,Operating Supplies.Operating Supplies,21530,Expense,Supplies
2019,101,General Fund,Police,Building ,Operating Supplies.Operating Supplies,13700,Expense,Supplies
2019,101,General Fund,Police,Detective Bureau,Operating Supplies.Operating Supplies,7000,Expense,Supplies
2019,101,General Fund,Police,Senior Volunteer,Operating Supplies.Operating Supplies,2500,Expense,Supplies
2019,101,General Fund,Police,Jail,Operating Supplies.Operating Supplies,50,Expense,Supplies
2019,101,General Fund,Fire,Fighting,Operating Supplies.Operating Supplies,39000,Expense,Supplies
2019,101,General Fund,Police,Forensic Science Unit,Operating Supplies.Operating Supplies,11000,Expense,Supplies
2019,101,General Fund,Police,Patrol,Operating Supplies.Operating Supplies,47600,Expense,Supplies
2019,101,General Fund,Fire,Prevention,Operating Supplies.Operating Supplies,3000,Expense,Supplies
2019,101,General Fund,Purchasing,Central Services,Operating Supplies.Postage,89466,Expense,Supplies
2019,101,General Fund,Purchasing,Central Services,Operating Supplies.Paper Supplies,7000,Expense,Supplies
2019,101,General Fund,Fire,Fighting,Operating Supplies.Medical,8500,Expense,Supplies
2019,101,General Fund,Information Technology,Information Technology,Operating Supplies.Computer Equipment,89000,Expense,Supplies
2019,101,General Fund,Fire,Fighting,Uniforms.Uniforms,18000,Expense,Supplies
2019,101,General Fund,Fire,Administration Services,Uniforms.Uniforms,1250,Expense,Supplies
2019,101,General Fund,Police,Senior Volunteer,Uniforms.Uniforms,1000,Expense,Supplies
2019,101,General Fund,Police,Patrol,Uniforms.Uniforms,40000,Expense,Supplies
2019,101,General Fund,Police,Forensic Science Unit,Uniforms.Uniforms,1800,Expense,Supplies
2019,101,General Fund,Police,Detective Bureau,Uniforms.Uniforms,5000,Expense,Supplies
2019,101,General Fund,Police,Administration Services,Uniforms.Uniforms,4855,Expense,Supplies
2019,101,General Fund,District Court,District Court,Uniforms.Uniforms,1500,Expense,Supplies
2019,101,General Fund,Fire,Prevention,Uniforms.Uniforms,500,Expense,Supplies
2019,101,General Fund,Fire,Fighting - Paid on Call,Uniforms.Uniforms,1000,Expense,Supplies
2019,101,General Fund,Fire,Fighting - Dual Empl. Reserves,Uniforms.Uniforms,1000,Expense,Supplies
2019,101,General Fund,Fire,Fighting - Paid on Call,Uniforms.Turn Out Gear,8800,Expense,Supplies
2019,101,General Fund,Fire,Fighting,Uniforms.Turn Out Gear,20000,Expense,Supplies
2019,101,General Fund,Fire,Fighting - Dual Empl. Reserves,Uniforms.Turn Out Gear,6600,Expense,Supplies
2019,101,General Fund,City Manager,City Manager,Awards.Awards,9000,Expense,Supplies
2019,101,General Fund,Fire,Buildings,Maintenance Supplies.Maintenance Supplies,13000,Expense,Supplies
2019,101,General Fund,Fire,Fighting,Maintenance Supplies.Maintenance Supplies,3500,Expense,Supplies
2019,101,General Fund,District Court,District Court - Probation,Professional Services.Professional Services,0,Expense,Other Services and Charges
2019,101,General Fund,Information Technology,Information Technology,Professional Services.Professional Services,124000,Expense,Other Services and Charges
2019,101,General Fund,Finance,Accounting,Professional Services.Professional Services,84100,Expense,Other Services and Charges
2019,101,General Fund,City Manager,City Manager,Professional Services.Professional Services,46880,Expense,Other Services and Charges
2019,101,General Fund,District Court,District Court,Professional Services.Professional Services,44700,Expense,Other Services and Charges
2019,101,General Fund,Assessor,Assessor,Professional Services.Professional Services,19500,Expense,Other Services and Charges
2019,101,General Fund,Planning,Planning,Professional Services.Professional Services,71885,Expense,Other Services and Charges
2019,101,General Fund,Attorney,Legal Services,Professional Services.Legal - Gen - Sluiter/Agent,120000,Expense,Other Services and Charges
2019,101,General Fund,Attorney,Legal Services,Professional Services.Legal - Labor - Miller Jhsn,105000,Expense,Other Services and Charges
2019,101,General Fund,Attorney,Legal Services,Professional Services.Legal Ct Sluiter Agents,235000,Expense,Other Services and Charges
2019,101,General Fund,Attorney,Legal Services,Professional Services.Legal Special Counsel,40000,Expense,Other Services and Charges
2019,101,General Fund,District Court,District Court,Data Processing Services.Data Processing Services,33000,Expense,Other Services and Charges
2019,101,General Fund,Information Technology,Information Technology,Software Services.Software Services,330855,Expense,Other Services and Charges
2019,101,General Fund,Finance,Treasurer,Software Services.Software Services,7020,Expense,Other Services and Charges
2019,101,General Fund,Police,Communications/Dispatch,Geographic & IT Information Services.Geographic & IT Info Services,12570,Expense,Other Services and Charges
2019,101,General Fund,Assessor,Assessor,Contract Labor.Contract Labor,40000,Expense,Other Services and Charges
2019,101,General Fund,District Court,District Court,Witness and Jury Fees.Witness and Jury Fees,12000,Expense,Other Services and Charges
2019,101,General Fund,District Court,District Court,Communications.Communications,6900,Expense,Other Services and Charges
2019,101,General Fund,Police,Communications/Dispatch,Communications.Communications,1660,Expense,Other Services and Charges
2019,101,General Fund,Police,Building ,Communications.Communications,17365,Expense,Other Services and Charges
2019,101,General Fund,Information Technology,Information Technology,Communications.Communications,82820,Expense,Other Services and Charges
2019,101,General Fund,Facilities,Facilities Maintenance,Communications.Communications,13100,Expense,Other Services and Charges
2019,101,General Fund,Fire,Buildings,Communications.Communications,10700,Expense,Other Services and Charges
2019,101,General Fund,Attorney,Legal Services,Communications.Cellular Phones,0,Expense,Other Services and Charges
2019,101,General Fund,City Clerk,City Clerk,Communications.Cellular Phones,1000,Expense,Other Services and Charges
2019,101,General Fund,Police,Communications/Dispatch,Communications.Cellular Phones,18450,Expense,Other Services and Charges
2019,101,General Fund,Police,Patrol,Communications.Cellular Phones,61500,Expense,Other Services and Charges
2019,101,General Fund,Planning,Planning,Communications.Cellular Phones,1000,Expense,Other Services and Charges
2019,101,General Fund,Fire,Buildings,Communications.Cellular Phones,3650,Expense,Other Services and Charges
2019,101,General Fund,Facilities,Facilities Maintenance,Communications.Cellular Phones,2120,Expense,Other Services and Charges
2019,101,General Fund,Information Technology,Information Technology,Communications.Cellular Phones,6060,Expense,Other Services and Charges
2019,101,General Fund,City Manager,City Manager,Communications.Cellular Phones,4800,Expense,Other Services and Charges
2019,101,General Fund,City Clerk,City Clerk,Travel and Training.Travel and Training,5600,Expense,Other Services and Charges
2019,101,General Fund,Assessor,Assessor,Travel and Training.Travel and Training,13100,Expense,Other Services and Charges
2019,101,General Fund,City Manager,City Manager,Travel and Training.Travel and Training,19980,Expense,Other Services and Charges
2019,101,General Fund,Finance,Accounting,Travel and Training.Travel and Training,17500,Expense,Other Services and Charges
2019,101,General Fund,City Council,City Council,Travel and Training.Travel and Training,5120,Expense,Other Services and Charges
2019,101,General Fund,District Court,District Court - Probation,Travel and Training.Travel and Training,1500,Expense,Other Services and Charges
2019,101,General Fund,District Court,District Court,Travel and Training.Travel and Training,2000,Expense,Other Services and Charges
2019,101,General Fund,Fire,Administration Services,Travel and Training.Travel and Training,3000,Expense,Other Services and Charges
2019,101,General Fund,Fire,Fighting,Travel and Training.Travel and Training,10000,Expense,Other Services and Charges
2019,101,General Fund,Police,Act 302 Training Funds,Travel and Training.Travel and Training,16900,Expense,Other Services and Charges
2019,101,General Fund,Police,Training,Travel and Training.Travel and Training,80000,Expense,Other Services and Charges
2019,101,General Fund,Finance,Treasurer,Travel and Training.Travel and Training,6600,Expense,Other Services and Charges
2019,101,General Fund,Police,Administration Services,Travel and Training.Travel and Training,4000,Expense,Other Services and Charges
2019,101,General Fund,Information Technology,Information Technology,Travel and Training.Travel and Training,12000,Expense,Other Services and Charges
2019,101,General Fund,Facilities,Facilities Maintenance,Travel and Training.Travel and Training,600,Expense,Other Services and Charges
2019,101,General Fund,Planning,Planning,Travel and Training.Travel and Training,3750,Expense,Other Services and Charges
2019,101,General Fund,Attorney,Legal Services,Travel and Training.Travel and Training,0,Expense,Other Services and Charges
2019,101,General Fund,Police,Patrol,Vehicle Expense - Non Motor Pool.Maintenance,2800,Expense,Other Services and Charges
2019,101,General Fund,Police,Patrol,Vehicle Expense - Non Motor Pool.Fuel,4500,Expense,Other Services and Charges
2019,101,General Fund,City Manager,City Manager,Printing & Advertising.Printing & Advertising,20830,Expense,Other Services and Charges
2019,101,General Fund,City Council,City Council - Communication,Printing & Advertising.Printing & Advertising,8400,Expense,Other Services and Charges
2019,101,General Fund,City Clerk,City Clerk - Election,Printing & Advertising.Printing & Advertising,1500,Expense,Other Services and Charges
2019,101,General Fund,City Clerk,City Clerk,Printing & Advertising.Printing & Advertising,38000,Expense,Other Services and Charges
2019,101,General Fund,Planning,Planning,Printing & Advertising.Printing & Advertising,1500,Expense,Other Services and Charges
2019,101,General Fund,Planning,Planning,Insurance.Liability,5102,Expense,Other Services and Charges
2019,101,General Fund,Fire,Prevention,Insurance.Liability,1447,Expense,Other Services and Charges
2019,101,General Fund,Public Works,Kentwood Hwys/Street(Non Act 51),Insurance.Liability,22,Expense,Other Services and Charges
2019,101,General Fund,Public Works,Other Govt/Agencies(Non Act 51),Insurance.Liability,66,Expense,Other Services and Charges
2019,101,General Fund,City Clerk,City Clerk,Insurance.Liability,5948,Expense,Other Services and Charges
2019,101,General Fund,City Clerk,City Clerk - Election,Insurance.Liability,22,Expense,Other Services and Charges
2019,101,General Fund,Assessor,Assessor,Insurance.Liability,8142,Expense,Other Services and Charges
2019,101,General Fund,District Court,District Court,Insurance.Liability,20227,Expense,Other Services and Charges
2019,101,General Fund,District Court,District Court - Probation,Insurance.Liability,5252,Expense,Other Services and Charges
2019,101,General Fund,City Council,City Council,Insurance.Liability,1488,Expense,Other Services and Charges
2019,101,General Fund,Finance,Accounting,Insurance.Liability,10702,Expense,Other Services and Charges
2019,101,General Fund,City Manager,City Manager,Insurance.Liability,13860,Expense,Other Services and Charges
2019,101,General Fund,Assessor,Board of Review,Insurance.Liability,146,Expense,Other Services and Charges
2019,101,General Fund,Finance,Treasurer,Insurance.Liability,4365,Expense,Other Services and Charges
2019,101,General Fund,Police,Forensic Science Unit,Insurance.Liability,8173,Expense,Other Services and Charges
2019,101,General Fund,Police,Patrol,Insurance.Liability,99477,Expense,Other Services and Charges
2019,101,General Fund,Fire,Fighting,Insurance.Liability,39852,Expense,Other Services and Charges
2019,101,General Fund,Fire,Administration Services,Insurance.Liability,4836,Expense,Other Services and Charges
2019,101,General Fund,Police,Detective Bureau,Insurance.Liability,29969,Expense,Other Services and Charges
2019,101,General Fund,Police,Records Management,Insurance.Liability,4657,Expense,Other Services and Charges
2019,101,General Fund,Police,Administration Services,Insurance.Liability,20275,Expense,Other Services and Charges
2019,101,General Fund,Police,Building ,Insurance.Liability,993,Expense,Other Services and Charges
2019,101,General Fund,Facilities,Facilities Maintenance,Insurance.Liability,1480,Expense,Other Services and Charges
2019,101,General Fund,Information Technology,Information Technology,Insurance.Liability,13039,Expense,Other Services and Charges
2019,101,General Fund,Attorney,Legal Services,Insurance.Liability,0,Expense,Other Services and Charges
2019,101,General Fund,Fire,Fighting - Paid on Call,Insurance.Liability,3638,Expense,Other Services and Charges
2019,101,General Fund,Fire,Fighting - Dual Empl. Reserves,Insurance.Liability,990,Expense,Other Services and Charges
2019,101,General Fund,Purchasing,City Hall,Insurance.Property and Bonds,2430,Expense,Other Services and Charges
2019,101,General Fund,Information Technology,Information Technology,Insurance.Property and Bonds,180,Expense,Other Services and Charges
2019,101,General Fund,Police,Building ,Insurance.Property and Bonds,2970,Expense,Other Services and Charges
2019,101,General Fund,Police,Administration Services,Insurance.Property and Bonds,740,Expense,Other Services and Charges
2019,101,General Fund,Fire,Fighting,Insurance.Property and Bonds,80,Expense,Other Services and Charges
2019,101,General Fund,Finance,Treasurer,Insurance.Property and Bonds,20,Expense,Other Services and Charges
