Fiscal Year,Department,Fund Code,Account Type,Account Category,Amount,,GL_Account_ID,GL_Account_Delimited,Column1,Column6,GL_Organization_Scrunched,GL_Organization_Description_Delimited,GL_Base_and_Detail_Scrunched,Account Description,Column3,Fund Description,Department Code,Column2,Division Code,Division,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Column4,Column5,Account_Class_Level_1_Sequence
FY19,Finance,1010,Expense,Personal Services,5000,,1433,101-201-25300-707.000,,,10120125300,General Fund-Finance-Treasurer,707000,Salaries - Temporary.Salaries - Temporary,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Finance,1010,Expense,Personal Services,1500,,1435,101-201-25300-708.000,,,10120125300,General Fund-Finance-Treasurer,708000,Salaries - Overtime.Salaries - Overtime,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Finance,1010,Expense,Personal Services,15655,,1436,101-201-25300-715.000,,,10120125300,General Fund-Finance-Treasurer,715000,F.I.C.A..F.I.C.A.,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Finance,1010,Expense,Personal Services,49950,,1438,101-201-25300-716.000,,,10120125300,General Fund-Finance-Treasurer,716000,Hospitalization Insurance.Hospitalization Insurance,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Finance,1010,Expense,Personal Services,268,,1439,101-201-25300-717.000,,,10120125300,General Fund-Finance-Treasurer,717000,Life Insurance.Life Insurance,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Finance,1010,Expense,Personal Services,55104,,1440,101-201-25300-718.000,,,10120125300,General Fund-Finance-Treasurer,718000,Pension.Pension,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Finance,1010,Expense,Personal Services,5493,,11107,101-201-25300-718.100,,,10120125300,General Fund-Finance-Treasurer,718100,Pension.DC Plan,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Finance,1010,Expense,Personal Services,3189,,11108,101-201-25300-718.200,,,10120125300,General Fund-Finance-Treasurer,718200,Pension.Retiree Health - DC Plan,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Finance,1010,Expense,Personal Services,280,,1441,101-201-25300-719.000,,,10120125300,General Fund-Finance-Treasurer,719000,Workers Comp. Insurance.Work Comp. Insurance,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Finance,1010,Expense,Personal Services,2666,,1442,101-201-25300-721.000,,,10120125300,General Fund-Finance-Treasurer,721000,CIP and Longevity.CIP and Longevity,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Finance,1010,Expense,Supplies,9250,,1444,101-201-25300-727.000,,,10120125300,General Fund-Finance-Treasurer,727000,Office Supplies.Office Supplies,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,30
FY19,Finance,1010,Expense,Other Services and Charges,7020,,12645,101-201-25300-806.000,,,10120125300,General Fund-Finance-Treasurer,806000,Software Services.Software Services,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Finance,1010,Expense,Other Services and Charges,6600,,1446,101-201-25300-860.000,,,10120125300,General Fund-Finance-Treasurer,860000,Travel and Training.Travel and Training,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Finance,1010,Expense,Other Services and Charges,4365,,1448,101-201-25300-910.000,,,10120125300,General Fund-Finance-Treasurer,910000,Insurance.Liability,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Finance,1010,Expense,Other Services and Charges,20,,1449,101-201-25300-910.100,,,10120125300,General Fund-Finance-Treasurer,910100,Insurance.Property and Bonds,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Finance,1010,Expense,Other Services and Charges,500,,1451,101-201-25300-930.000,,,10120125300,General Fund-Finance-Treasurer,930000,Repairs and Maintenance.Repairs and Maintenance,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Finance,1010,Expense,Other Services and Charges,8320,,1453,101-201-25300-956.000,,,10120125300,General Fund-Finance-Treasurer,956000,Other Services.Other Services,,General Fund,201,,25300,Treasurer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Finance,1010,Expense,Other Services and Charges,600000,,5776,101-201-73200-956.000,,,10120173200,General Fund-Finance-Cable TV Commission,956000,Other Services.Other Services,,General Fund,201,,73200,Cable TV Commission,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Assessor,1010,Expense,Personal Services,352940,,1227,101-209-20900-706.000,,,10120920900,General Fund-Assessor-Assessor,706000,Salaries.Salaries,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Assessor,1010,Expense,Personal Services,25080,,1229,101-209-20900-707.000,,,10120920900,General Fund-Assessor-Assessor,707000,Salaries - Temporary.Salaries - Temporary,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Assessor,1010,Expense,Personal Services,29215,,1231,101-209-20900-715.000,,,10120920900,General Fund-Assessor-Assessor,715000,F.I.C.A..F.I.C.A.,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Assessor,1010,Expense,Personal Services,85886,,1233,101-209-20900-716.000,,,10120920900,General Fund-Assessor-Assessor,716000,Hospitalization Insurance.Hospitalization Insurance,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Assessor,1010,Expense,Personal Services,477,,1235,101-209-20900-717.000,,,10120920900,General Fund-Assessor-Assessor,717000,Life Insurance.Life Insurance,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Assessor,1010,Expense,Personal Services,103291,,1237,101-209-20900-718.000,,,10120920900,General Fund-Assessor-Assessor,718000,Pension.Pension,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Assessor,1010,Expense,Personal Services,6152,,11373,101-209-20900-718.100,,,10120920900,General Fund-Assessor-Assessor,718100,Pension.DC Plan,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Assessor,1010,Expense,Personal Services,5226,,11374,101-209-20900-718.200,,,10120920900,General Fund-Assessor-Assessor,718200,Pension.Retiree Health - DC Plan,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Assessor,1010,Expense,Personal Services,4408,,1239,101-209-20900-719.000,,,10120920900,General Fund-Assessor-Assessor,719000,Workers Comp. Insurance.Work Comp. Insurance,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Assessor,1010,Expense,Personal Services,6967,,1241,101-209-20900-721.000,,,10120920900,General Fund-Assessor-Assessor,721000,CIP and Longevity.CIP and Longevity,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Assessor,1010,Expense,Personal Services,24000,,10464,101-209-20900-724.000,,,10120920900,General Fund-Assessor-Assessor,724000,Accrued Sick Pay.Accrued Sick Pay,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Assessor,1010,Expense,Personal Services,16000,,10465,101-209-20900-725.000,,,10120920900,General Fund-Assessor-Assessor,725000,Accrued Vacation Pay.Accrued Vacation Pay,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Assessor,1010,Expense,Supplies,4400,,1245,101-209-20900-727.000,,,10120920900,General Fund-Assessor-Assessor,727000,Office Supplies.Office Supplies,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,30
FY19,Assessor,1010,Expense,Other Services and Charges,19500,,1247,101-209-20900-801.000,,,10120920900,General Fund-Assessor-Assessor,801000,Professional Services.Professional Services,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Assessor,1010,Expense,Other Services and Charges,40000,,9850,101-209-20900-810.000,,,10120920900,General Fund-Assessor-Assessor,810000,Contract Labor.Contract Labor,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Assessor,1010,Expense,Other Services and Charges,13100,,1249,101-209-20900-860.000,,,10120920900,General Fund-Assessor-Assessor,860000,Travel and Training.Travel and Training,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Assessor,1010,Expense,Other Services and Charges,8142,,1251,101-209-20900-910.000,,,10120920900,General Fund-Assessor-Assessor,910000,Insurance.Liability,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Assessor,1010,Expense,Other Services and Charges,20,,1252,101-209-20900-910.100,,,10120920900,General Fund-Assessor-Assessor,910100,Insurance.Property and Bonds,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Assessor,1010,Expense,Other Services and Charges,3200,,1257,101-209-20900-947.100,,,10120920900,General Fund-Assessor-Assessor,947100,Motor Pool Rental.Equipment Rental,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Assessor,1010,Expense,Other Services and Charges,300,,1258,101-209-20900-947.200,,,10120920900,General Fund-Assessor-Assessor,947200,Motor Pool Rental.Equipment Maintenance,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Assessor,1010,Expense,Other Services and Charges,450,,1259,101-209-20900-947.300,,,10120920900,General Fund-Assessor-Assessor,947300,Motor Pool Rental.Equipment - Fuel,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Assessor,1010,Expense,Other Services and Charges,13145,,1261,101-209-20900-956.000,,,10120920900,General Fund-Assessor-Assessor,956000,Other Services.Other Services,,General Fund,209,,20900,Assessor,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Assessor,1010,Expense,Personal Services,6600,,1389,101-209-24700-710.000,,,10120924700,General Fund-Assessor-Board of Review,710000,Boards and Commissions.Boards and Commissions,,General Fund,209,,24700,Board of Review,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Assessor,1010,Expense,Personal Services,505,,1391,101-209-24700-715.000,,,10120924700,General Fund-Assessor-Board of Review,715000,F.I.C.A..F.I.C.A.,,General Fund,209,,24700,Board of Review,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Assessor,1010,Expense,Other Services and Charges,146,,1393,101-209-24700-910.000,,,10120924700,General Fund-Assessor-Board of Review,910000,Insurance.Liability,,General Fund,209,,24700,Board of Review,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
