FISCAL YEAR,GL_Organization_Scrunched,GL_Level_1,FUND DESCRIPTION,GL_Level_2,DEPARTMENT DESCRIPTION,GL_Level_3,ACTIVITY DESCRIPTION,GL_Base_and_Detail_Scrunched,ACCOUNT DESCRIPTION,GL_Account_ID,GL_Account_Delimited,Budget,Amendments,TOTAL BUDGET,Prior_Year_Budget,Prior_year_Ammendments,PRIOR YEAR TOTAL BUDGET,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Organization_Function,Organization_Function_Sequence,ACCOUNT TYPE,ACCOUNT CATEGORY
2019,10126726700,101,General Fund,267,Facilities,26700,Facilities Maintenance,715000,F.I.C.A..F.I.C.A.,1511,101-267-26700-715.000,5463,0,5463,6350,0,6350,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10125825800,101,General Fund,258,Information Technology,25800,Information Technology,715000,F.I.C.A..F.I.C.A.,1461,101-258-25800-715.000,47795,0,47795,46827.97,0,46827.97,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10133733901,101,General Fund,337,Fire,33901,Fighting - Dual Empl. Reserves,715000,F.I.C.A..F.I.C.A.,10729,101-337-33901-715.000,9334,0,9334,12983,0,12983,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10130531506,101,General Fund,305,Police,31506,OHSP - Strategic Traffic Enf ,715000,F.I.C.A..F.I.C.A.,11023,101-305-31506-715.000,0,519.91,519.91,0,3394.42,3394.42,Organization,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10121021000,101,General Fund,210,Attorney,21000,Legal Services,715000,F.I.C.A..F.I.C.A.,13068,101-210-21000-715.000,0,13770,13770,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10133733902,101,General Fund,337,Fire,33902,Fighting - Paid on Call,715000,F.I.C.A..F.I.C.A.,11882,101-337-33902-715.000,9563,0,9563,11093,0,11093,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10125825800,101,General Fund,258,Information Technology,25800,Information Technology,716000,Hospitalization Insurance.Hospitalization Insurance,1463,101-258-25800-716.000,135631,0,135631,142442.62,0,142442.62,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10126726700,101,General Fund,267,Facilities,26700,Facilities Maintenance,716000,Hospitalization Insurance.Hospitalization Insurance,1513,101-267-26700-716.000,18270,0,18270,24202,0,24202,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10130530610,101,General Fund,305,Police,30610,Building ,716000,Hospitalization Insurance.Hospitalization Insurance,1606,101-305-30610-716.000,21865,0,21865,16270,0,16270,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10130530500,101,General Fund,305,Police,30500,Administration Services,716000,Hospitalization Insurance.Hospitalization Insurance,1564,101-305-30500-716.000,172158,0,172158,169555,0,169555,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10130530700,101,General Fund,305,Police,30700,Records Management,716000,Hospitalization Insurance.Hospitalization Insurance,1638,101-305-30700-716.000,82320,0,82320,64658.54,0,64658.54,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10130531000,101,General Fund,305,Police,31000,Detective Bureau,716000,Hospitalization Insurance.Hospitalization Insurance,1670,101-305-31000-716.000,360082,0,360082,369893,0,369893,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10133733700,101,General Fund,337,Fire,33700,Administration Services,716000,Hospitalization Insurance.Hospitalization Insurance,1906,101-337-33700-716.000,64470,0,64470,41774,0,41774,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10133733900,101,General Fund,337,Fire,33900,Fighting,716000,Hospitalization Insurance.Hospitalization Insurance,1962,101-337-33900-716.000,511482,0,511482,534770,0,534770,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10130531500,101,General Fund,305,Police,31500,Patrol,716000,Hospitalization Insurance.Hospitalization Insurance,1763,101-305-31500-716.000,1053859,0,1053859,1055224,0,1055224,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10130531200,101,General Fund,305,Police,31200,Forensic Science Unit,716000,Hospitalization Insurance.Hospitalization Insurance,1720,101-305-31200-716.000,111248,0,111248,106844.38,0,106844.38,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10120125300,101,General Fund,201,Finance,25300,Treasurer,716000,Hospitalization Insurance.Hospitalization Insurance,1438,101-201-25300-716.000,49950,0,49950,45886.4,0,45886.4,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10113615100,101,General Fund,136,District Court,15100,District Court - Probation,716000,Hospitalization Insurance.Hospitalization Insurance,1107,101-136-15100-716.000,47041,0,47041,33367,0,33367,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Judicial,20,Expense,Personal Services
2019,10113613600,101,General Fund,136,District Court,13600,District Court,716000,Hospitalization Insurance.Hospitalization Insurance,1068,101-136-13600-716.000,226199,0,226199,242098,0,242098,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Judicial,20,Expense,Personal Services
2019,10117217200,101,General Fund,172,City Manager,17200,City Manager,716000,Hospitalization Insurance.Hospitalization Insurance,1127,101-172-17200-716.000,126749,0,126749,134886.52,-8920,125966.52,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10120120100,101,General Fund,201,Finance,20100,Accounting,716000,Hospitalization Insurance.Hospitalization Insurance,1192,101-201-20100-716.000,91975.92,0,91975.92,88450,0,88450,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10121521500,101,General Fund,215,City Clerk,21500,City Clerk,716000,Hospitalization Insurance.Hospitalization Insurance,1279,101-215-21500-716.000,102609,0,102609,91141,0,91141,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10120920900,101,General Fund,209,Assessor,20900,Assessor,716000,Hospitalization Insurance.Hospitalization Insurance,1233,101-209-20900-716.000,85886,0,85886,84688,0,84688,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10133734100,101,General Fund,337,Fire,34100,Prevention,716000,Hospitalization Insurance.Hospitalization Insurance,2011,101-337-34100-716.000,21865,0,21865,22157,0,22157,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10140040000,101,General Fund,400,Planning,40000,Planning,716000,Hospitalization Insurance.Hospitalization Insurance,2084,101-400-40000-716.000,31567,0,31567,20293.7,0,20293.7,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,10121021000,101,General Fund,210,Attorney,21000,Legal Services,716000,Hospitalization Insurance.Hospitalization Insurance,13069,101-210-21000-716.000,0,16090,16090,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10144144613,101,General Fund,441,Public Works,44613,Other Govt/Agencies(Non Act 51),717000,Life Insurance.Life Insurance,2239,101-441-44613-717.000,3,0,3,2,0,2,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Works,50,Expense,Personal Services
2019,10144144612,101,General Fund,441,Public Works,44612,Kentwood Hwys/Street(Non Act 51),717000,Life Insurance.Life Insurance,2225,101-441-44612-717.000,2,0,2,2,0,2,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Works,50,Expense,Personal Services
2019,10140040000,101,General Fund,400,Planning,40000,Planning,717000,Life Insurance.Life Insurance,2086,101-400-40000-717.000,315,0,315,231.92,0,231.92,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,10133734100,101,General Fund,337,Fire,34100,Prevention,717000,Life Insurance.Life Insurance,2013,101-337-34100-717.000,91,0,91,93,0,93,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10120920900,101,General Fund,209,Assessor,20900,Assessor,717000,Life Insurance.Life Insurance,1235,101-209-20900-717.000,477,0,477,422,0,422,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10121521500,101,General Fund,215,City Clerk,21500,City Clerk,717000,Life Insurance.Life Insurance,1281,101-215-21500-717.000,374,0,374,373.58,0,373.58,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10120120100,101,General Fund,201,Finance,20100,Accounting,717000,Life Insurance.Life Insurance,1193,101-201-20100-717.000,668,0,668,660,0,660,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10117217200,101,General Fund,172,City Manager,17200,City Manager,717000,Life Insurance.Life Insurance,1129,101-172-17200-717.000,862,0,862,868.44,0,868.44,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10113613600,101,General Fund,136,District Court,13600,District Court,717000,Life Insurance.Life Insurance,1070,101-136-13600-717.000,1027,0,1027,1041,0,1041,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Judicial,20,Expense,Personal Services
2019,10113615100,101,General Fund,136,District Court,15100,District Court - Probation,717000,Life Insurance.Life Insurance,1109,101-136-15100-717.000,330,0,330,335,0,335,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Judicial,20,Expense,Personal Services
2019,10120125300,101,General Fund,201,Finance,25300,Treasurer,717000,Life Insurance.Life Insurance,1439,101-201-25300-717.000,268,0,268,298,0,298,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10130531200,101,General Fund,305,Police,31200,Forensic Science Unit,717000,Life Insurance.Life Insurance,1722,101-305-31200-717.000,514,0,514,511.79,0,511.79,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10130531500,101,General Fund,305,Police,31500,Patrol,717000,Life Insurance.Life Insurance,1765,101-305-31500-717.000,6119,0,6119,6211.77,0,6211.77,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10133733900,101,General Fund,337,Fire,33900,Fighting,717000,Life Insurance.Life Insurance,1964,101-337-33900-717.000,2417,0,2417,2442,0,2442,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10133733700,101,General Fund,337,Fire,33700,Administration Services,717000,Life Insurance.Life Insurance,1908,101-337-33700-717.000,305,0,305,258,0,258,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10130531000,101,General Fund,305,Police,31000,Detective Bureau,717000,Life Insurance.Life Insurance,1671,101-305-31000-717.000,1880,0,1880,1904.23,0,1904.23,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10130530700,101,General Fund,305,Police,30700,Records Management,717000,Life Insurance.Life Insurance,1639,101-305-30700-717.000,293,0,293,308.28,0,308.28,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10130530500,101,General Fund,305,Police,30500,Administration Services,717000,Life Insurance.Life Insurance,1565,101-305-30500-717.000,1263,0,1263,1276,0,1276,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10130530610,101,General Fund,305,Police,30610,Building ,717000,Life Insurance.Life Insurance,1607,101-305-30610-717.000,63,0,63,64,0,64,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Personal Services
2019,10126726700,101,General Fund,267,Facilities,26700,Facilities Maintenance,717000,Life Insurance.Life Insurance,1515,101-267-26700-717.000,91,0,91,110,0,110,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
2019,10125825800,101,General Fund,258,Information Technology,25800,Information Technology,717000,Life Insurance.Life Insurance,1465,101-258-25800-717.000,793,0,793,804.31,0,804.31,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Personal Services
