Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY19,Expense,Police,Detective Bureau,General Fund,Personal Services,Pension.Pension,461772
FY19,Expense,Police,Detective Bureau,General Fund,Personal Services,Pension.DC Plan,18109
FY19,Expense,Police,Detective Bureau,General Fund,Personal Services,Pension.Retiree Health - DC Plan,4867
FY19,Expense,Police,Detective Bureau,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,29508
FY19,Expense,Police,Detective Bureau,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,15592
FY19,Expense,Police,Detective Bureau,General Fund,Supplies,Operating Supplies.Operating Supplies,7000
FY19,Expense,Police,Detective Bureau,General Fund,Supplies,Uniforms.Uniforms,5000
FY19,Expense,Police,Detective Bureau,General Fund,Other Services and Charges,Insurance.Liability,29969
FY19,Expense,Police,Detective Bureau,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,5000
FY19,Expense,Police,Detective Bureau,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,61840
FY19,Expense,Police,Detective Bureau,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,10000
FY19,Expense,Police,Detective Bureau,General Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,7350
FY19,Expense,Police,Detective Bureau,General Fund,Other Services and Charges,Other Services.Other Services,9500
FY19,Expense,Police,Detective Bureau,General Fund,Capital Outlay,Capital Outlay.Capital Outlay,22900
FY19,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Salaries.Salaries,374074
FY19,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,15000
FY19,Expense,Police,Forensic Science Unit,General Fund,Personal Services,F.I.C.A..F.I.C.A.,29991
FY19,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,111248
FY19,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Life Insurance.Life Insurance,514
FY19,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Pension.Pension,78879
FY19,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Pension.DC Plan,23163
FY19,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Pension.Retiree Health - DC Plan,9931
FY19,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,7713
FY19,Expense,Police,Forensic Science Unit,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,2963
FY19,Expense,Police,Forensic Science Unit,General Fund,Supplies,Operating Supplies.Operating Supplies,11000
FY19,Expense,Police,Forensic Science Unit,General Fund,Supplies,Uniforms.Uniforms,1800
FY19,Expense,Police,Forensic Science Unit,General Fund,Other Services and Charges,Insurance.Liability,8173
FY19,Expense,Police,Forensic Science Unit,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,9400
FY19,Expense,Police,Forensic Science Unit,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,11490
FY19,Expense,Police,Forensic Science Unit,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,3000
FY19,Expense,Police,Forensic Science Unit,General Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,3500
FY19,Expense,Police,Forensic Science Unit,General Fund,Other Services and Charges,Other Services.Other Services,2500
FY19,Expense,Police,Patrol,General Fund,Personal Services,Salaries - Uniform.Salaries - Uniform,4500746
FY19,Expense,Police,Patrol,General Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,87360
FY19,Expense,Police,Patrol,General Fund,Personal Services,Salaries - Uniform O.T..Salaries - Uniform O.T.,415000
FY19,Expense,Police,Patrol,General Fund,Personal Services,F.I.C.A..F.I.C.A.,385195
FY19,Expense,Police,Patrol,General Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,1053859
FY19,Expense,Police,Patrol,General Fund,Personal Services,Life Insurance.Life Insurance,6119
FY19,Expense,Police,Patrol,General Fund,Personal Services,Pension.Pension,1308462
FY19,Expense,Police,Patrol,General Fund,Personal Services,Pension.DC Plan,181007
FY19,Expense,Police,Patrol,General Fund,Personal Services,Pension.Retiree Health - DC Plan,83602
FY19,Expense,Police,Patrol,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,100864
FY19,Expense,Police,Patrol,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,32100
FY19,Expense,Police,Patrol,General Fund,Supplies,Operating Supplies.Operating Supplies,47600
FY19,Expense,Police,Patrol,General Fund,Supplies,Uniforms.Uniforms,40000
FY19,Expense,Police,Patrol,General Fund,Other Services and Charges,Communications.Cellular Phones,61500
FY19,Expense,Police,Patrol,General Fund,Other Services and Charges,Vehicle Expense - Non Motor Pool.Maintenance,2800
FY19,Expense,Police,Patrol,General Fund,Other Services and Charges,Vehicle Expense - Non Motor Pool.Fuel,4500
FY19,Expense,Police,Patrol,General Fund,Other Services and Charges,Insurance.Liability,99477
FY19,Expense,Police,Patrol,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,15000
FY19,Expense,Police,Patrol,General Fund,Other Services and Charges,Rentals.Motor Pool Building,5913
FY19,Expense,Police,Patrol,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,310625
FY19,Expense,Police,Patrol,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,190000
FY19,Expense,Police,Patrol,General Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,142000
FY19,Expense,Police,Patrol,General Fund,Other Services and Charges,Other Services.Other Services,33120
FY19,Expense,Police,Patrol,General Fund,Other Services and Charges,Impounds and Towing.Impounds and Towing,3000
FY19,Expense,Police,Patrol,General Fund,Capital Outlay,Capital Outlay.Video Camera,27500
FY19,Expense,Police,Crossing Guard,General Fund,Other Services and Charges,Other Services.Other Services,77182
FY19,Expense,Police,Senior Volunteer,General Fund,Supplies,Operating Supplies.Operating Supplies,2500
FY19,Expense,Police,Senior Volunteer,General Fund,Supplies,Uniforms.Uniforms,1000
FY19,Expense,Police,Senior Volunteer,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,250
FY19,Expense,Police,Senior Volunteer,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,6405
FY19,Expense,Police,Senior Volunteer,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,2500
FY19,Expense,Police,Senior Volunteer,General Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,2000
FY19,Expense,Police,Senior Volunteer,General Fund,Other Services and Charges,Other Services.Other Services,1000
FY19,Expense,Police,Training,General Fund,Other Services and Charges,Travel and Training.Travel and Training,80000
FY19,Expense,Police,Act 302 Training Funds,General Fund,Other Services and Charges,Travel and Training.Travel and Training,16900
FY19,Expense,Police,Communications/Dispatch,General Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,12570
FY19,Expense,Police,Communications/Dispatch,General Fund,Other Services and Charges,Communications.Communications,1660
FY19,Expense,Police,Communications/Dispatch,General Fund,Other Services and Charges,Communications.Cellular Phones,18450
FY19,Expense,Police,Communications/Dispatch,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,6700
FY19,Expense,Police,Communications/Dispatch,General Fund,Other Services and Charges,Other Services.Other Services,575000
FY19,Expense,Police,Jail,General Fund,Supplies,Operating Supplies.Operating Supplies,50
FY19,Expense,Police,Jail,General Fund,Other Services and Charges,Prisoner Board.Prisoner Board,365692
FY19,Expense,Fire,Administration Services,General Fund,Personal Services,Salaries - Uniform.Salaries - Uniform,184182
FY19,Expense,Fire,Administration Services,General Fund,Personal Services,Salaries.Salaries,35588
FY19,Expense,Fire,Administration Services,General Fund,Personal Services,F.I.C.A..F.I.C.A.,16827
FY19,Expense,Fire,Administration Services,General Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,64470
FY19,Expense,Fire,Administration Services,General Fund,Personal Services,Life Insurance.Life Insurance,305
FY19,Expense,Fire,Administration Services,General Fund,Personal Services,Pension.Pension,44145
FY19,Expense,Fire,Administration Services,General Fund,Personal Services,Pension.DC Plan,17582
FY19,Expense,Fire,Administration Services,General Fund,Personal Services,Pension.Retiree Health - DC Plan,4582
FY19,Expense,Fire,Administration Services,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,10382
FY19,Expense,Fire,Administration Services,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,180
FY19,Expense,Fire,Administration Services,General Fund,Supplies,Office Supplies.Office Supplies,2500
FY19,Expense,Fire,Administration Services,General Fund,Supplies,Uniforms.Uniforms,1250
FY19,Expense,Fire,Administration Services,General Fund,Other Services and Charges,Travel and Training.Travel and Training,3000
FY19,Expense,Fire,Administration Services,General Fund,Other Services and Charges,Insurance.Liability,4836
FY19,Expense,Fire,Administration Services,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,14880
FY19,Expense,Fire,Administration Services,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,1500
FY19,Expense,Fire,Administration Services,General Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,2500
FY19,Expense,Fire,Administration Services,General Fund,Other Services and Charges,Other Services.Other Services,1400
FY19,Expense,Fire,Buildings,General Fund,Supplies,Maintenance Supplies.Maintenance Supplies,13000
FY19,Expense,Fire,Buildings,General Fund,Other Services and Charges,Communications.Communications,10700
FY19,Expense,Fire,Buildings,General Fund,Other Services and Charges,Communications.Cellular Phones,3650
FY19,Expense,Fire,Buildings,General Fund,Other Services and Charges,Insurance.Property and Bonds,2190
FY19,Expense,Fire,Buildings,General Fund,Other Services and Charges,Public Utilities.Public Utilities,85268
FY19,Expense,Fire,Buildings,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,86000
FY19,Expense,Fire,Fighting,General Fund,Personal Services,Salaries - Uniform.Salaries - Uniform,1783635
FY19,Expense,Fire,Fighting,General Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,60000
FY19,Expense,Fire,Fighting,General Fund,Personal Services,Salaries - Uniform O.T..Salaries - Uniform O.T.,300000
FY19,Expense,Fire,Fighting,General Fund,Personal Services,F.I.C.A..F.I.C.A.,164845
FY19,Expense,Fire,Fighting,General Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,511482
FY19,Expense,Fire,Fighting,General Fund,Personal Services,Life Insurance.Life Insurance,2417
FY19,Expense,Fire,Fighting,General Fund,Personal Services,Pension.Pension,570993
FY19,Expense,Fire,Fighting,General Fund,Personal Services,Pension.DC Plan,66331
FY19,Expense,Fire,Fighting,General Fund,Personal Services,Pension.Retiree Health - DC Plan,30735
FY19,Expense,Fire,Fighting,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,114065
FY19,Expense,Fire,Fighting,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,11200
FY19,Expense,Fire,Fighting,General Fund,Supplies,Operating Supplies.Operating Supplies,39000
FY19,Expense,Fire,Fighting,General Fund,Supplies,Operating Supplies.Medical,8500
FY19,Expense,Fire,Fighting,General Fund,Supplies,Uniforms.Uniforms,18000
FY19,Expense,Fire,Fighting,General Fund,Supplies,Uniforms.Turn Out Gear,20000
FY19,Expense,Fire,Fighting,General Fund,Supplies,Maintenance Supplies.Maintenance Supplies,3500
FY19,Expense,Fire,Fighting,General Fund,Other Services and Charges,Travel and Training.Travel and Training,10000
FY19,Expense,Fire,Fighting,General Fund,Other Services and Charges,Insurance.Liability,39852
