budget_year,department,fund_code,account_type,amount,amount,,,,,
2019,General Government,682,Expense,Other Services and Charges,19076,,,,,
2019,General Government,682,Expense,Other Services and Charges,20000,,,,,
2019,General Government,682,Expense,Other Services and Charges,60049,,,,,
2019,General Government,682,Expense,Other Services and Charges,70000,,,,,
2019,General Government,682,Expense,Other Services and Charges,480000,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,0,,,,,
2019,,682,Revenue,Charges for Service,649917,,,,,
2019,,682,Revenue,Interest and Rentals,22318,,,,,
2019,General Government,683,Expense,Other Services and Charges,201474,,,,,
2019,General Government,683,Expense,Other Services and Charges,220859,,,,,
2019,General Government,683,Expense,Other Services and Charges,44310,,,,,
2019,General Government,683,Expense,Other Services and Charges,71580,,,,,
2019,General Government,683,Expense,Other Services and Charges,1392637,,,,,
2019,General Government,683,Expense,Other Services and Charges,401067,,,,,
2019,General Government,683,Expense,Other Services and Charges,31642,,,,,
2019,General Government,683,Expense,Other Services and Charges,58594,,,,,
2019,General Government,683,Expense,Other Services and Charges,2406,,,,,
2019,General Government,683,Expense,Other Services and Charges,4044413,,,,,
2019,General Government,683,Expense,Other Services and Charges,1814981,,,,,
2019,General Government,683,Expense,Other Services and Charges,0,,,,,
2019,General Government,683,Expense,Other Services and Charges,5000,,,,,
2019,General Government,683,Expense,Other Services and Charges,3500,,,,,
2019,,683,Revenue,Charges for Service,7800712,,,,,
2019,,683,Revenue,Charges for Service,1007585,,,,,
2019,,683,Revenue,Charges for Service,0,,,,,
2019,,683,Revenue,Charges for Service,76368,,,,,
2019,,683,Revenue,Charges for Service,0,,,,,
2019,,683,Revenue,Interest and Rentals,44116,,,,,
2019,General Government,684,Expense,Other Services and Charges,8846,,,,,
2019,General Government,684,Expense,Other Services and Charges,40365,,,,,
2019,General Government,684,Expense,Other Services and Charges,1200,,,,,
2019,General Government,684,Expense,Other Services and Charges,3447,,,,,
2019,General Government,684,Expense,Other Services and Charges,344749,,,,,
2019,,684,Revenue,Charges for Service,464654,,,,,
2019,,684,Revenue,Charges for Service,4000,,,,,
2019,,684,Revenue,Interest and Rentals,4928,,,,,
2019,General Government,731,Expense,Other Services and Charges,15000,,,,,
2019,General Government,731,Expense,Other Services and Charges,58295,,,,,
2019,General Government,731,Expense,Other Services and Charges,4000,,,,,
2019,General Government,731,Expense,Other Services and Charges,2060000,,,,,
2019,General Government,731,Expense,Other Services and Charges,154578,,,,,
2019,General Government,731,Expense,Other Services and Charges,3177225,,,,,
2019,General Government,731,Expense,Other Services and Charges,1213125,,,,,
2019,General Government,731,Expense,Other Services and Charges,2277500,,,,,
2019,General Government,731,Expense,Other Services and Charges,2811900,,,,,
2019,General Government,731,Expense,Other Services and Charges,35000,,,,,
2019,General Government,731,Expense,Other Services and Charges,61000,,,,,
2019,General Government,731,Expense,Other Services and Charges,166500,,,,,
2019,General Government,731,Expense,Other Services and Charges,136350,,,,,
2019,General Government,731,Expense,Other Services and Charges,188000,,,,,
2019,General Government,731,Expense,Other Services and Charges,13400,,,,,
2019,General Government,731,Expense,Other Services and Charges,17345,,,,,
2019,General Government,731,Expense,Transfers Out,0,,,,,
2019,,731,Revenue,Other Revenues,9000000,,,,,
2019,,731,Revenue,Contributions from Local Units,577000,,,,,
2019,,731,Revenue,Contributions from Local Units,654658,,,,,
2019,,731,Revenue,Contributions from Local Units,578586,,,,,
2019,,731,Revenue,Contributions from Local Units,802129,,,,,
2019,,731,Revenue,Contributions from Local Units,1230606,,,,,
2019,,731,Revenue,Contributions from Local Units,362310,,,,,
2019,,731,Revenue,Interest and Rentals,2612561,,,,,
2019,,731,Revenue,Other Revenues,67017,,,,,
2019,,731,Revenue,Other Revenues,141850,,,,,
2019,,731,Revenue,Other Revenues,74500,,,,,
2019,,731,Revenue,Other Revenues,88600,,,,,
2019,,731,Revenue,Other Revenues,23800,,,,,
2019,,731,Revenue,Other Revenues,18500,,,,,
2019,,731,Revenue,Other Revenues,30500,,,,,
2019,,731,Revenue,Other Revenues,20000,,,,,
2019,,731,Revenue,Other Revenues,15000,,,,,
2019,,731,Revenue,Other Financing Sources,0,,,,,
2019,General Government,732,Expense,Other Services and Charges,39000,,,,,
2019,General Government,732,Expense,Other Services and Charges,5000,,,,,
2019,General Government,732,Expense,Other Services and Charges,594500,,,,,
2019,General Government,732,Expense,Other Services and Charges,266900,,,,,
2019,General Government,732,Expense,Other Services and Charges,628000,,,,,
2019,General Government,732,Expense,Other Services and Charges,549700,,,,,
2019,General Government,732,Expense,Other Services and Charges,749100,,,,,
2019,General Government,732,Expense,Other Services and Charges,139725,,,,,
2019,General Government,732,Expense,Other Services and Charges,3060,,,,,
2019,,732,Revenue,Other Revenues,1970000,,,,,
2019,,732,Revenue,Contributions from Local Units,688000,,,,,
2019,,732,Revenue,Contributions from Local Units,610000,,,,,
2019,,732,Revenue,Contributions from Local Units,526000,,,,,
2019,,732,Revenue,Contributions from Local Units,1165000,,,,,
2019,,732,Revenue,Contributions from Local Units,650000,,,,,
2019,,732,Revenue,Contributions from Local Units,177000,,,,,
2019,,732,Revenue,Interest and Rentals,0,,,,,
2019,,732,Revenue,Other Revenues,0,,,,,
2019,General Government,800,Expense,Other Services and Charges,63825,,,,,
2019,General Government,800,Expense,Capital Outlay,302140.64,,,,,
2019,,800,Revenue,Taxes,14935,,,,,
2019,,800,Revenue,Interest and Rentals,8500,,,,,
2019,,800,Revenue,Other Revenues,309190,,,,,
2019,General Government,995,Expense,Supplies,200,,,,,
2019,General Government,995,Expense,Other Services and Charges,1000,,,,,
2019,General Government,995,Expense,Other Services and Charges,1000,,,,,
2019,General Government,995,Expense,Other Services and Charges,1500,,,,,
2019,General Government,995,Expense,Other Services and Charges,300,,,,,
2019,General Government,995,Expense,Other Services and Charges,18000,,,,,
2019,General Government,995,Expense,Other Services and Charges,27000,,,,,
2019,General Government,995,Expense,Other Services and Charges,5000,,,,,
2019,General Government,995,Expense,Other Services and Charges,5000,,,,,
2019,General Government,995,Expense,Other Services and Charges,2500,,,,,
2019,General Government,995,Expense,Other Services and Charges,3500,,,,,
2019,General Government,995,Expense,Other Services and Charges,10000,,,,,
2019,General Government,995,Expense,Transfers Out,25000,,,,,
2019,,995,Revenue,Taxes,100000,,,,,
2019,,995,Revenue,Interest and Rentals,0,,,,,
2019,General Government,996,Expense,Other Services and Charges,9000,,,,,
2019,General Government,996,Expense,Other Services and Charges,16544,,,,,
2019,General Government,996,Expense,Other Services and Charges,5000,,,,,
2019,General Government,996,Expense,Other Services and Charges,81000,,,,,
2019,General Government,996,Expense,Transfers Out,25000,,,,,
2019,,996,Revenue,Taxes,86000,,,,,
2019,,996,Revenue,Interest and Rentals,0,,,,,
2019,General Government,998,Expense,Supplies,0,,,,,
2019,General Government,998,Expense,Supplies,7500,,,,,
2019,General Government,998,Expense,Other Services and Charges,0,,,,,
2019,General Government,998,Expense,Other Services and Charges,0,,,,,
2019,General Government,998,Expense,Other Services and Charges,500,,,,,
2019,General Government,998,Expense,Other Services and Charges,500,,,,,
2019,General Government,998,Expense,Other Services and Charges,1000,,,,,
2019,General Government,998,Expense,Other Services and Charges,2500,,,,,
2019,General Government,998,Expense,Other Services and Charges,6000,,,,,
2019,General Government,998,Expense,Other Services and Charges,7500,,,,,
2019,General Government,998,Revenue,Federal Grants,0,,,,,
2019,General Government,998,Revenue,Other Revenues,0,,,,,
2019,General Government,998,Revenue,Charges for Service,0,,,,,
2019,,998,Revenue,Interest and Rentals,250,,,,,
2019,,998,Revenue,Other Revenues,0,,,,,
2019,General Government,998,Revenue,Other Revenues,0,,,,,
2019,,998,Revenue,Other Revenues,2000,,,,,
2019,,998,Revenue,Other Revenues,10000,,,,,
2019,,998,Revenue,Other Revenues,3000,,,,,
