Fiscal Year,Amount,Account Description,Fund Code,Fund Description,Department Code,Department,Division Code,Division,Account Type,Account Category,,GL_Account_ID,GL_Account_Delimited,Column1,Column2,GL_Organization_Scrunched,GL_Organization_Description_Delimited,GL_Base_and_Detail_Scrunched,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Column10,Column11,Account_Class_Level_1_Sequence
FY20,11800,Salaries - Overtime.Salaries - Overtime,1010,General Fund,258,Information Technology,25800,Information Technology,Expense,Personal Services,,10257,101-574.100,,,101,General Fund,574100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,40
FY20,2000,Salaries - Overtime.Salaries - Overtime,1010,General Fund,267,Facilities,26700,Facilities Maintenance,Expense,Personal Services,,970,101-578.000,,,101,General Fund,578000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,40
FY20,16300,Salaries - Overtime.Salaries - Overtime,1010,General Fund,215,City Clerk,19100,City Clerk - Election,Expense,Personal Services,,12932,401-581.001,,,401,Library Maint & Capital Fund,581001,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,50
FY20,5000,Salaries - Overtime.Salaries - Overtime,1010,General Fund,136,District Court,13600,District Court,Expense,Personal Services,,972,101-581.002,,,101,General Fund,581002,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,50
FY20,1000,Salaries - Overtime.Salaries - Overtime,1010,General Fund,201,Finance,20100,Accounting,Expense,Personal Services,,974,101-582.001,,,101,General Fund,582001,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,50
FY20,900,Salaries - Overtime.Salaries - Overtime,1010,General Fund,400,Planning,40000,Planning,Expense,Personal Services,,975,101-582.002,,,101,General Fund,582002,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,50
FY20,37000,Salaries - Overtime.Salaries - Overtime,1010,General Fund,337,Fire,33901,Fighting - Dual Empl. Reserves,Expense,Personal Services,,10719,101-582.003,,,101,General Fund,582003,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,50
FY20,1000,Salaries - Overtime.Salaries - Overtime,1010,General Fund,172,City Manager,17200,City Manager,Expense,Personal Services,,980,101-583.512,,,101,General Fund,583512,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,50
FY20,55000,Salaries - Uniform O.T..Salaries - Uniform O.T.,1010,General Fund,305,Police,30500,Administration Services,Expense,Personal Services,,981,101-583.513,,,101,General Fund,583513,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,50
FY20,100000,Salaries - Uniform O.T..Salaries - Uniform O.T.,1010,General Fund,305,Police,31000,Detective Bureau,Expense,Personal Services,,10958,101-583.514,,,101,General Fund,583514,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,50
FY20,415000,Salaries - Uniform O.T..Salaries - Uniform O.T.,1010,General Fund,305,Police,31500,Patrol,Expense,Personal Services,,7800,208-587.000,,,208,Parks and Recreation Fund,587000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,90
FY20,300000,Salaries - Uniform O.T..Salaries - Uniform O.T.,1010,General Fund,337,Fire,33900,Fighting,Expense,Personal Services,,8245,208-588.000,,,208,Parks and Recreation Fund,588000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,90
FY20,5000,Salaries - Uniform O.T..Salaries - Uniform O.T.,1010,General Fund,337,Fire,34100,Prevention,Expense,Personal Services,,5402,732-593.010,,,732,Retiree Health Trust Fund,593010,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,90
FY20,5445,Boards and Commissions.Boards and Commissions,1010,General Fund,400,Planning,40000,Planning,Expense,Personal Services,,5326,731-593.010,,,731,Pension Fund,593010,,,,,,,,Account Classification,Department,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,90
FY20,6600,Boards and Commissions.Boards and Commissions,1010,General Fund,209,Assessor,24700,Board of Review,Expense,Personal Services,,5328,731-594.000,,,731,Pension Fund,594000,,,,,,,,Account Classification,Department,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,50
FY20,73600,Salaries - Officials.Salaries - Officials,1010,General Fund,215,City Clerk,19100,City Clerk - Election,Expense,Personal Services,,5404,732-594.000,,,732,Retiree Health Trust Fund,594000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,50
FY20,153,F.I.C.A..F.I.C.A.,1010,General Fund,441,Public Works,44613,Other Govt/Agencies(Non Act 51),Expense,Personal Services,,5330,731-597.000,,,731,Pension Fund,597000,,,,,,,,Account Classification,Department,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,50
FY20,77,F.I.C.A..F.I.C.A.,1010,General Fund,441,Public Works,44612,Kentwood Hwys/Street(Non Act 51),Expense,Personal Services,,5406,732-597.011,,,732,Retiree Health Trust Fund,597011,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,50
FY20,19098,F.I.C.A..F.I.C.A.,1010,General Fund,400,Planning,40000,Planning,Expense,Personal Services,,12842,732-597.023,,,732,Retiree Health Trust Fund,597023,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,50
FY20,11372,F.I.C.A..F.I.C.A.,1010,General Fund,337,Fire,34100,Prevention,Expense,Personal Services,,12843,732-597.024,,,732,Retiree Health Trust Fund,597024,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,50
FY20,1363,F.I.C.A..F.I.C.A.,1010,General Fund,215,City Clerk,19100,City Clerk - Election,Expense,Personal Services,,12844,731-597.220,,,731,Pension Fund,597220,,,,,,,,Account Classification,Department,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,50
FY20,32831,F.I.C.A..F.I.C.A.,1010,General Fund,209,Assessor,20900,Assessor,Expense,Personal Services,,12845,731-597.230,,,731,Pension Fund,597230,,,,,,,,Account Classification,Department,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,50
FY20,21912,F.I.C.A..F.I.C.A.,1010,General Fund,215,City Clerk,21500,City Clerk,Expense,Personal Services,,5332,731-598.000,,,731,Pension Fund,598000,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,50
FY20,40797,F.I.C.A..F.I.C.A.,1010,General Fund,201,Finance,20100,Accounting,Expense,Personal Services,,5409,732-598.012,,,732,Retiree Health Trust Fund,598012,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,50
FY20,60654,F.I.C.A..F.I.C.A.,1010,General Fund,172,City Manager,17200,City Manager,Expense,Personal Services,,5334,731-599.000,,,731,Pension Fund,599000,,,,,,,,Account Classification,Department,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,50
FY20,67362,F.I.C.A..F.I.C.A.,1010,General Fund,136,District Court,13600,District Court,Expense,Personal Services,,5411,732-599.013,,,732,Retiree Health Trust Fund,599013,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,50
FY20,19252,F.I.C.A..F.I.C.A.,1010,General Fund,136,District Court,15100,District Court - Probation,Expense,Personal Services,,8954,249-608.000,,,249,Building Inspection Fund,608000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,5581,F.I.C.A..F.I.C.A.,1010,General Fund,101,City Council,10100,City Council,Expense,Personal Services,,985,101-609.000,,,101,General Fund,609000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,505,F.I.C.A..F.I.C.A.,1010,General Fund,209,Assessor,24700,Board of Review,Expense,Personal Services,,987,101-622.000,,,101,General Fund,622000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,16439,F.I.C.A..F.I.C.A.,1010,General Fund,201,Finance,25300,Treasurer,Expense,Personal Services,,989,101-627.000,,,101,General Fund,627000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,29052,F.I.C.A..F.I.C.A.,1010,General Fund,305,Police,31200,Forensic Science Unit,Expense,Personal Services,,993,101-629.000,,,101,General Fund,629000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,421371,F.I.C.A..F.I.C.A.,1010,General Fund,305,Police,31500,Patrol,Expense,Personal Services,,2655,203-634.000,,,203,Local Streets Fund,634000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,168248,F.I.C.A..F.I.C.A.,1010,General Fund,337,Fire,33900,Fighting,Expense,Personal Services,,2475,202-634.000,,,202,Major Streets Fund,634000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,17211,F.I.C.A..F.I.C.A.,1010,General Fund,337,Fire,33700,Administration Services,Expense,Personal Services,,3485,591-635.000,,,591,Water Fund,635000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,123076,F.I.C.A..F.I.C.A.,1010,General Fund,305,Police,31000,Detective Bureau,Expense,Personal Services,,3338,249-641.000,,,249,Building Inspection Fund,641000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,16119,F.I.C.A..F.I.C.A.,1010,General Fund,305,Police,30700,Records Management,Expense,Personal Services,,996,101-641.003,,,101,General Fund,641003,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,62766,F.I.C.A..F.I.C.A.,1010,General Fund,305,Police,30500,Administration Services,Expense,Personal Services,,11434,101-641.007,,,101,General Fund,641007,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,3535,F.I.C.A..F.I.C.A.,1010,General Fund,305,Police,30610,Building ,Expense,Personal Services,,7977,249-641.010,,,249,Building Inspection Fund,641010,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,6160,F.I.C.A..F.I.C.A.,1010,General Fund,267,Facilities,26700,Facilities Maintenance,Expense,Personal Services,,9255,249-641.011,,,249,Building Inspection Fund,641011,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,70
FY20,49629,F.I.C.A..F.I.C.A.,1010,General Fund,258,Information Technology,25800,Information Technology,Expense,Personal Services,,8296,249-641.020,,,249,Building Inspection Fund,641020,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,9333,F.I.C.A..F.I.C.A.,1010,General Fund,337,Fire,33901,Fighting - Dual Empl. Reserves,Expense,Personal Services,,5088,661-642.000,,,661,Motor Pool Fund,642000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,12358,F.I.C.A..F.I.C.A.,1010,General Fund,210,Attorney,21000,Legal Services,Expense,Personal Services,,12031,678-642.002,,,678,General Liability Fund,642002,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,9563,F.I.C.A..F.I.C.A.,1010,General Fund,337,Fire,33902,Fighting - Paid on Call,Expense,Personal Services,,12054,679-642.003,,,679,Fleet Insurance Fund,642003,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,145391,Hospitalization Insurance.Hospitalization Insurance,1010,General Fund,258,Information Technology,25800,Information Technology,Expense,Personal Services,,12070,680-642.004,,,680,Property Insurance Fund,642004,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,23162,Hospitalization Insurance.Hospitalization Insurance,1010,General Fund,267,Facilities,26700,Facilities Maintenance,Expense,Personal Services,,12102,682-642.005,,,682,Workers' Compensation Fund,642005,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,23426,Hospitalization Insurance.Hospitalization Insurance,1010,General Fund,305,Police,30610,Building ,Expense,Personal Services,,12133,681-642.009,,,681,Life Insurance Fund,642009,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,153663,Hospitalization Insurance.Hospitalization Insurance,1010,General Fund,305,Police,30500,Administration Services,Expense,Personal Services,,12146,683-642.250,,,683,Health Insurance Fund,642250,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,73035,Hospitalization Insurance.Hospitalization Insurance,1010,General Fund,305,Police,30700,Records Management,Expense,Personal Services,,12192,683-642.260,,,683,Health Insurance Fund,642260,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,387934,Hospitalization Insurance.Hospitalization Insurance,1010,General Fund,305,Police,31000,Detective Bureau,Expense,Personal Services,,12147,683-642.280,,,683,Health Insurance Fund,642280,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,57886,Hospitalization Insurance.Hospitalization Insurance,1010,General Fund,337,Fire,33700,Administration Services,Expense,Personal Services,,12171,684-642.350,,,684,Dental Insurance Fund,642350,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,558118,Hospitalization Insurance.Hospitalization Insurance,1010,General Fund,337,Fire,33900,Fighting,Expense,Personal Services,,12172,684-642.360,,,684,Dental Insurance Fund,642360,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,1176679,Hospitalization Insurance.Hospitalization Insurance,1010,General Fund,305,Police,31500,Patrol,Expense,Personal Services,,12148,683-642.370,,,683,Health Insurance Fund,642370,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,105401,Hospitalization Insurance.Hospitalization Insurance,1010,General Fund,305,Police,31200,Forensic Science Unit,Expense,Personal Services,,3487,591-643.000,,,591,Water Fund,643000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,53530,Hospitalization Insurance.Hospitalization Insurance,1010,General Fund,201,Finance,25300,Treasurer,Expense,Personal Services,,4238,590-644.000,,,590,Sewer Fund,644000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
