Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
2019,Expense,Purchasing,Central Services,General Fund,Supplies,Operating Supplies.Postage,89466
2019,Expense,Purchasing,Central Services,General Fund,Supplies,Operating Supplies.Paper Supplies,7000
2019,Expense,Fire,Fighting,General Fund,Supplies,Operating Supplies.Medical,16306.98
2019,Expense,Information Technology,Information Technology,General Fund,Supplies,Operating Supplies.Computer Equipment,89000
2019,Expense,Fire,Fighting,General Fund,Supplies,Uniforms.Uniforms,18000
2019,Expense,Fire,Administration Services,General Fund,Supplies,Uniforms.Uniforms,1250
2019,Expense,Police,Senior Volunteer,General Fund,Supplies,Uniforms.Uniforms,1000
2019,Expense,Police,Patrol,General Fund,Supplies,Uniforms.Uniforms,49450
2019,Expense,Police,Forensic Science Unit,General Fund,Supplies,Uniforms.Uniforms,1800
2019,Expense,Police,Detective Bureau,General Fund,Supplies,Uniforms.Uniforms,5000
2019,Expense,Police,Administration Services,General Fund,Supplies,Uniforms.Uniforms,4855
2019,Expense,District Court,District Court,General Fund,Supplies,Uniforms.Uniforms,1500
2019,Expense,Fire,Prevention,General Fund,Supplies,Uniforms.Uniforms,500
2019,Expense,Fire,Fighting - Paid on Call,General Fund,Supplies,Uniforms.Uniforms,1000
2019,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Supplies,Uniforms.Uniforms,1000
2019,Expense,Fire,Fighting - Paid on Call,General Fund,Supplies,Uniforms.Turn Out Gear,8800
2019,Expense,Fire,Fighting,General Fund,Supplies,Uniforms.Turn Out Gear,20000
2019,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Supplies,Uniforms.Turn Out Gear,6600
2019,Expense,City Manager,City Manager,General Fund,Supplies,Awards.Awards,7500
2019,Expense,Fire,Buildings,General Fund,Supplies,Maintenance Supplies.Maintenance Supplies,13000
2019,Expense,Fire,Fighting,General Fund,Supplies,Maintenance Supplies.Maintenance Supplies,3500
2019,Expense,District Court,District Court - Probation,General Fund,Other Services and Charges,Professional Services.Professional Services,25632.48
2019,Expense,Information Technology,Information Technology,General Fund,Other Services and Charges,Professional Services.Professional Services,129500
2019,Expense,Finance,Accounting,General Fund,Other Services and Charges,Professional Services.Professional Services,84100
2019,Expense,City Manager,City Manager,General Fund,Other Services and Charges,Professional Services.Professional Services,46880
2019,Expense,District Court,District Court,General Fund,Other Services and Charges,Professional Services.Professional Services,44700
2019,Expense,Assessor,Assessor,General Fund,Other Services and Charges,Professional Services.Professional Services,19500
2019,Expense,Planning,Planning,General Fund,Other Services and Charges,Professional Services.Professional Services,91885
2019,Expense,Attorney,Legal Services,General Fund,Other Services and Charges,Professional Services.Legal - Gen - Sluiter/Agent,0
2019,Expense,Attorney,Legal Services,General Fund,Other Services and Charges,Professional Services.Legal - Labor - Miller Jhsn,110000
2019,Expense,Attorney,Legal Services,General Fund,Other Services and Charges,Professional Services.Legal Ct Sluiter Agents,0
2019,Expense,Attorney,Legal Services,General Fund,Other Services and Charges,Professional Services.Legal Special Counsel,100000
2019,Expense,District Court,District Court,General Fund,Other Services and Charges,Data Processing Services.Data Processing Services,33000
2019,Expense,Information Technology,Information Technology,General Fund,Other Services and Charges,Software Services.Software Services,330855
2019,Expense,Finance,Treasurer,General Fund,Other Services and Charges,Software Services.Software Services,7020
2019,Expense,Police,Communications/Dispatch,General Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,12570
2019,Expense,Assessor,Assessor,General Fund,Other Services and Charges,Contract Labor.Contract Labor,40000
2019,Expense,District Court,District Court,General Fund,Other Services and Charges,Witness and Jury Fees.Witness and Jury Fees,12000
2019,Expense,District Court,District Court,General Fund,Other Services and Charges,Communications.Communications,6900
2019,Expense,Police,Communications/Dispatch,General Fund,Other Services and Charges,Communications.Communications,1660
2019,Expense,Police,Building ,General Fund,Other Services and Charges,Communications.Communications,17365
2019,Expense,Information Technology,Information Technology,General Fund,Other Services and Charges,Communications.Communications,82820
2019,Expense,Facilities,Facilities Maintenance,General Fund,Other Services and Charges,Communications.Communications,13100
2019,Expense,Fire,Buildings,General Fund,Other Services and Charges,Communications.Communications,10700
2019,Expense,Attorney,Legal Services,General Fund,Other Services and Charges,Communications.Cellular Phones,1200
2019,Expense,City Clerk,City Clerk,General Fund,Other Services and Charges,Communications.Cellular Phones,1000
2019,Expense,Police,Communications/Dispatch,General Fund,Other Services and Charges,Communications.Cellular Phones,18450
2019,Expense,Police,Patrol,General Fund,Other Services and Charges,Communications.Cellular Phones,61500
2019,Expense,Planning,Planning,General Fund,Other Services and Charges,Communications.Cellular Phones,1000
2019,Expense,Fire,Buildings,General Fund,Other Services and Charges,Communications.Cellular Phones,3650
2019,Expense,Facilities,Facilities Maintenance,General Fund,Other Services and Charges,Communications.Cellular Phones,2120
2019,Expense,Information Technology,Information Technology,General Fund,Other Services and Charges,Communications.Cellular Phones,6060
2019,Expense,City Manager,City Manager,General Fund,Other Services and Charges,Communications.Cellular Phones,4800
2019,Expense,City Clerk,City Clerk,General Fund,Other Services and Charges,Travel and Training.Travel and Training,5600
2019,Expense,Assessor,Assessor,General Fund,Other Services and Charges,Travel and Training.Travel and Training,13100
2019,Expense,City Manager,City Manager,General Fund,Other Services and Charges,Travel and Training.Travel and Training,19980
2019,Expense,Finance,Accounting,General Fund,Other Services and Charges,Travel and Training.Travel and Training,17500
2019,Expense,City Council,City Council,General Fund,Other Services and Charges,Travel and Training.Travel and Training,5120
2019,Expense,District Court,District Court - Probation,General Fund,Other Services and Charges,Travel and Training.Travel and Training,1500
2019,Expense,District Court,District Court,General Fund,Other Services and Charges,Travel and Training.Travel and Training,2000
2019,Expense,Fire,Administration Services,General Fund,Other Services and Charges,Travel and Training.Travel and Training,3000
2019,Expense,Fire,Fighting,General Fund,Other Services and Charges,Travel and Training.Travel and Training,14900
2019,Expense,Police,Act 302 Training Funds,General Fund,Other Services and Charges,Travel and Training.Travel and Training,32223.85
2019,Expense,Police,Training,General Fund,Other Services and Charges,Travel and Training.Travel and Training,80000
2019,Expense,Finance,Treasurer,General Fund,Other Services and Charges,Travel and Training.Travel and Training,6600
2019,Expense,Police,Administration Services,General Fund,Other Services and Charges,Travel and Training.Travel and Training,4000
2019,Expense,Information Technology,Information Technology,General Fund,Other Services and Charges,Travel and Training.Travel and Training,12000
2019,Expense,Facilities,Facilities Maintenance,General Fund,Other Services and Charges,Travel and Training.Travel and Training,600
2019,Expense,Planning,Planning,General Fund,Other Services and Charges,Travel and Training.Travel and Training,3750
2019,Expense,Attorney,Legal Services,General Fund,Other Services and Charges,Travel and Training.Travel and Training,5000
2019,Expense,Police,Patrol,General Fund,Other Services and Charges,Vehicle Expense - Non Motor Pool.Maintenance,2800
2019,Expense,Police,Patrol,General Fund,Other Services and Charges,Vehicle Expense - Non Motor Pool.Fuel,4500
2019,Expense,City Manager,City Manager,General Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,20830
2019,Expense,City Council,City Council - Communication,General Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,8400
2019,Expense,City Clerk,City Clerk - Election,General Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,1500
2019,Expense,City Clerk,City Clerk,General Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,38000
2019,Expense,Planning,Planning,General Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,1500
2019,Expense,Planning,Planning,General Fund,Other Services and Charges,Insurance.Liability,5102
2019,Expense,Fire,Prevention,General Fund,Other Services and Charges,Insurance.Liability,1447
2019,Expense,Public Works,Kentwood Hwys/Street(Non Act 51),General Fund,Other Services and Charges,Insurance.Liability,22
2019,Expense,Public Works,Other Govt/Agencies(Non Act 51),General Fund,Other Services and Charges,Insurance.Liability,66
2019,Expense,City Clerk,City Clerk,General Fund,Other Services and Charges,Insurance.Liability,5948
2019,Expense,City Clerk,City Clerk - Election,General Fund,Other Services and Charges,Insurance.Liability,22
2019,Expense,Assessor,Assessor,General Fund,Other Services and Charges,Insurance.Liability,8142
2019,Expense,District Court,District Court,General Fund,Other Services and Charges,Insurance.Liability,20227
2019,Expense,District Court,District Court - Probation,General Fund,Other Services and Charges,Insurance.Liability,6375.24
2019,Expense,City Council,City Council,General Fund,Other Services and Charges,Insurance.Liability,1488
2019,Expense,Finance,Accounting,General Fund,Other Services and Charges,Insurance.Liability,10702
2019,Expense,City Manager,City Manager,General Fund,Other Services and Charges,Insurance.Liability,13860
2019,Expense,Assessor,Board of Review,General Fund,Other Services and Charges,Insurance.Liability,146
2019,Expense,Finance,Treasurer,General Fund,Other Services and Charges,Insurance.Liability,4365
2019,Expense,Police,Forensic Science Unit,General Fund,Other Services and Charges,Insurance.Liability,8173
2019,Expense,Police,Patrol,General Fund,Other Services and Charges,Insurance.Liability,99477
2019,Expense,Fire,Fighting,General Fund,Other Services and Charges,Insurance.Liability,39852
2019,Expense,Fire,Administration Services,General Fund,Other Services and Charges,Insurance.Liability,4836
2019,Expense,Police,Detective Bureau,General Fund,Other Services and Charges,Insurance.Liability,29969
2019,Expense,Police,Records Management,General Fund,Other Services and Charges,Insurance.Liability,4657
2019,Expense,Police,Administration Services,General Fund,Other Services and Charges,Insurance.Liability,20275
2019,Expense,Police,Building ,General Fund,Other Services and Charges,Insurance.Liability,993
2019,Expense,Facilities,Facilities Maintenance,General Fund,Other Services and Charges,Insurance.Liability,1480
2019,Expense,Information Technology,Information Technology,General Fund,Other Services and Charges,Insurance.Liability,13039
2019,Expense,Attorney,Legal Services,General Fund,Other Services and Charges,Insurance.Liability,3945
2019,Expense,Fire,Fighting - Paid on Call,General Fund,Other Services and Charges,Insurance.Liability,3638
2019,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Other Services and Charges,Insurance.Liability,990
2019,Expense,Purchasing,City Hall,General Fund,Other Services and Charges,Insurance.Property and Bonds,2430
2019,Expense,Information Technology,Information Technology,General Fund,Other Services and Charges,Insurance.Property and Bonds,180
2019,Expense,Police,Building ,General Fund,Other Services and Charges,Insurance.Property and Bonds,2970
2019,Expense,Police,Administration Services,General Fund,Other Services and Charges,Insurance.Property and Bonds,740
2019,Expense,Fire,Fighting,General Fund,Other Services and Charges,Insurance.Property and Bonds,80
2019,Expense,Finance,Treasurer,General Fund,Other Services and Charges,Insurance.Property and Bonds,20
2019,Expense,City Manager,City Manager,General Fund,Other Services and Charges,Insurance.Property and Bonds,30
2019,Expense,Finance,Accounting,General Fund,Other Services and Charges,Insurance.Property and Bonds,30
2019,Expense,District Court,District Court,General Fund,Other Services and Charges,Insurance.Property and Bonds,120
2019,Expense,Assessor,Assessor,General Fund,Other Services and Charges,Insurance.Property and Bonds,20
2019,Expense,City Clerk,City Clerk,General Fund,Other Services and Charges,Insurance.Property and Bonds,170
2019,Expense,Fire,Civil Defense,General Fund,Other Services and Charges,Insurance.Property and Bonds,90
2019,Expense,Public Works,Public Works - Street Lighting,General Fund,Other Services and Charges,Insurance.Property and Bonds,80
2019,Expense,Fire,Buildings,General Fund,Other Services and Charges,Insurance.Property and Bonds,2190
2019,Expense,Planning,Planning,General Fund,Other Services and Charges,Insurance.Property and Bonds,20
2019,Expense,District Court,Building,General Fund,Other Services and Charges,Insurance.Property and Bonds,2310
2019,Expense,Attorney,Legal Services,General Fund,Other Services and Charges,Insurance.Property and Bonds,10000
2019,Expense,Facilities,Facilities Maintenance,General Fund,Other Services and Charges,Public Utilities.Public Utilities,105800
2019,Expense,Police,Building ,General Fund,Other Services and Charges,Public Utilities.Public Utilities,135406
2019,Expense,Fire,Buildings,General Fund,Other Services and Charges,Public Utilities.Public Utilities,85268
