Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY20,Expense,Public Works,Winter Maintenance,Major Streets Fund,Personal Services,Salaries.Salaries,82001
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Personal Services,Salaries.Salaries,137042
FY20,Expense,Public Works,Winter Maintenance,Local Streets Fund,Personal Services,Salaries.Salaries,80001
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Salaries.Salaries,140042
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Salaries.Salaries,128693
FY20,Expense,Public Works,Sidewalk Repair,Sidewalk Fund,Personal Services,Salaries.Salaries,25000
FY20,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,Salaries.Salaries,217170
FY20,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Salaries.Salaries,140946
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Salaries.Salaries,537235
FY20,Expense,Fire,Administration Services,General Fund,Personal Services,Salaries.Salaries,37341
FY20,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Salaries.Salaries,361747
FY20,Expense,Finance,Treasurer,General Fund,Personal Services,Salaries.Salaries,206043
FY20,Expense,Police,Detective Bureau,General Fund,Personal Services,Salaries.Salaries,51218
FY20,Expense,Police,Records Management,General Fund,Personal Services,Salaries.Salaries,208240
FY20,Expense,Police,Administration Services,General Fund,Personal Services,Salaries.Salaries,107639
FY20,Expense,Police,Building ,General Fund,Personal Services,Salaries.Salaries,44112
FY20,Expense,Information Technology,Information Technology,General Fund,Personal Services,Salaries.Salaries,609406
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Personal Services,Salaries.Salaries,71381
FY20,Expense,City Clerk,City Clerk,General Fund,Personal Services,Salaries.Salaries,281444
FY20,Expense,Assessor,Assessor,General Fund,Personal Services,Salaries.Salaries,399134
FY20,Expense,District Court,District Court,General Fund,Personal Services,Salaries.Salaries,683394
FY20,Expense,District Court,District Court - Probation,General Fund,Personal Services,Salaries.Salaries,248293
FY20,Expense,City Manager,City Manager,General Fund,Personal Services,Salaries.Salaries,808825
FY20,Expense,Finance,Accounting,General Fund,Personal Services,Salaries.Salaries,508975
FY20,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Salaries.Salaries,423850
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Salaries.Salaries,1241974
FY20,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Salaries.Salaries,5993
FY20,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Salaries.Salaries,66555
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Salaries.Salaries,280933
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Salaries.Salaries,1295067
FY20,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Salaries.Salaries,5993
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Salaries.Salaries,73078
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Salaries.Salaries,319684
FY20,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Salaries.Salaries,10000
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Salaries.Salaries,185002
FY20,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Salaries.Salaries,40118
FY20,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Salaries.Salaries,223074
FY20,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Salaries.Salaries,58374
FY20,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Personal Services,Salaries.Salaries,85000
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Salaries.Salaries,243367
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Salaries.Salaries,291564
FY20,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,Salaries.Salaries,6821
FY20,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,Salaries.Salaries,6821
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Salaries.Salaries,107888
FY20,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Salaries.Salaries,64820
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Salaries.Salaries,124251
FY20,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Salaries.Salaries,45608
FY20,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Salaries.Salaries,9014
FY20,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Salaries.Salaries,379797
FY20,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Salaries.Salaries,45976
FY20,Expense,Attorney,Legal Services,General Fund,Personal Services,Salaries.Salaries,160760
FY20,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,Salaries.Salaries,54562
FY20,Expense,Planning,Rehabilitation 2020,Community Development Fund,Personal Services,Salaries.Salaries,48002
FY20,Expense,Planning,Administration 2020,Community Development Fund,Personal Services,Salaries.Salaries,46724
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Personal Services,Salaries.Salaries,375413
FY20,Expense,Public Works,T and D - Services,Water Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,20000
FY20,Expense,Public Works,T and D - Hydrants,Water Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,10000
FY20,Expense,Public Works,T and D - Mains,Water Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,20000
FY20,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,500
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,61628
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,15000
FY20,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,25000
FY20,Expense,Finance,Accounting,General Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,5000
FY20,Expense,City Manager,City Manager,General Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,5500
FY20,Expense,District Court,District Court,General Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,178952
FY20,Expense,Assessor,Assessor,General Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,11669
FY20,Expense,City Clerk,City Clerk - Election,General Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,1500
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,3000
FY20,Expense,Information Technology,Information Technology,General Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,20032
FY20,Expense,Police,Patrol,General Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,120176
FY20,Expense,Finance,Treasurer,General Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,5000
FY20,Expense,Fire,Fighting,General Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,60000
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,185000
FY20,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,35290
FY20,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,33750
FY20,Expense,Public Works,Sidewalk Repair,Sidewalk Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,1000
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,37000
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,10000
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,20000
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,5000
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,15000
FY20,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,36874
FY20,Expense,Fire,Fighting - Paid on Call,General Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,125000
FY20,Expense,Attorney,Legal Services,General Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,23350
FY20,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,2000
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,16110
FY20,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,14610
FY20,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,14610
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,5000
FY20,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,3200
FY20,Expense,Public Works,T and D - Hydrants,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1000
FY20,Expense,Public Works,T and D - Services,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,68500
FY20,Expense,Public Works,T and D - Mains,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,42310
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,13220
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,11250
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,14600
FY20,Expense,Public Works,Winter Maintenance,Major Streets Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,50000
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1000
FY20,Expense,Public Works,Winter Maintenance,Local Streets Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,45000
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,36900
FY20,Expense,Public Works,Sidewalk Repair,Sidewalk Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,2000
FY20,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,800
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,27000
FY20,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,15000
FY20,Expense,Finance,Treasurer,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1000
FY20,Expense,Police,Records Management,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1500
FY20,Expense,Police,Detective Bureau,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1500
FY20,Expense,Police,Building ,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,2000
FY20,Expense,Police,Administration Services,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,500
FY20,Expense,Information Technology,Information Technology,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,11800
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,2000
FY20,Expense,City Clerk,City Clerk - Election,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,16300
FY20,Expense,District Court,District Court,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,5000
FY20,Expense,Finance,Accounting,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1000
FY20,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,32330
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,105800
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,7500
FY20,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,5000
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,85000
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,5000
FY20,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,500
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,5140
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,9000
FY20,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,5000
FY20,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1000
FY20,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,12000
FY20,Expense,Planning,Planning,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,900
FY20,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,37000
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1000
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,17000
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,600
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,2500
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,2000
FY20,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1000
FY20,Expense,City Manager,City Manager,General Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1000
FY20,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,20000
FY20,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1000
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,32800
FY20,Expense,Police,Administration Services,General Fund,Personal Services,Salaries - Uniform O.T..Salaries - Uniform O.T.,55000
FY20,Expense,Police,Detective Bureau,General Fund,Personal Services,Salaries - Uniform O.T..Salaries - Uniform O.T.,100000
FY20,Expense,Police,Patrol,General Fund,Personal Services,Salaries - Uniform O.T..Salaries - Uniform O.T.,415000
FY20,Expense,Fire,Fighting,General Fund,Personal Services,Salaries - Uniform O.T..Salaries - Uniform O.T.,300000
FY20,Expense,Fire,Prevention,General Fund,Personal Services,Salaries - Uniform O.T..Salaries - Uniform O.T.,5000
